web-scraper-order,web-scraper-start-url,pages,pages-href,articles,articles-href,title,subtitle,author,date,content
"1571523531-1380","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=2BrwHR2VGB2yhDPDfmhX63PRijo-","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","“Bernie Sanders fought for me,” Ocasio-Cortez said as she introduced Sanders."
"1571523526-1368","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Ocasio-Cortez: Democrats' Refusal To Impeach Trump Is A 'National Scandal'","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAyHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-trump-impeachment_n_5d8758c4e4b0849d472a95f5/RK=2/RS=NYwhNJgPLigiFYDZaKIXJeGWx1I-","Alexandria Ocasio-Cortez: Democrats’ Refusal To Impeach Trump Is A ‘National Scandal’","House Speaker Nancy Pelosi has repeatedly pushed back on her fellow Democrats’ calls to impeach the president.","","09/22/2019 09:09 am ET","More Democrats began calling for an impeachment inquiry following Robert Mueller’s Russia report, which outlined several instances of potential obstruction of justice committed by Trump."
"1571523519-1344","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAynRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-endorses-ed-markey-massachusetts-senate_n_5d7c0a9ce4b077dcbd5e2a79/RK=2/RS=Wg2yg3KO1z0goTvVpomZIiu8PHc-","Alexandria Ocasio-Cortez ‘Enthusiastically’ Endorses Sen. Ed Markey’s Reelection","The Democratic senator from Massachusetts, who partnered with the New York congresswoman on the Green New Deal, faces a potentially tough primary.","Daniel Marans","09/13/2019 06:30 pm ET",""
"1571523526-1369","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Ocasio-Cortez: Democrats' Refusal To Impeach Trump Is A 'National Scandal'","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAyHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-trump-impeachment_n_5d8758c4e4b0849d472a95f5/RK=2/RS=NYwhNJgPLigiFYDZaKIXJeGWx1I-","Alexandria Ocasio-Cortez: Democrats’ Refusal To Impeach Trump Is A ‘National Scandal’","House Speaker Nancy Pelosi has repeatedly pushed back on her fellow Democrats’ calls to impeach the president.","","09/22/2019 09:09 am ET","Nearly all of the 2020 Democratic presidential hopefuls, including Sens. Elizabeth Warren (D-Mass.) and Bernie Sanders (I-Vt.), have said they would support the House opening an inquiry."
"1571523565-1478","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAunRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-bernie-sanders-rally-queens_n_5dab70e7e4b08cfcc31c6ac3/RK=2/RS=vkKtGQrNYhvH8Wl4yb.5aj3IxCc-","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","The Sanders campaign estimated that the rally drew nearly 26,000 attendees, which would make it the largest Democratic presidential rally of this cycle.","","10/19/2019 04:56 pm ET","“I am happy to report to you that I am more than ready ― more ready than ever to carry on the epic struggle that we face today,” Sanders declared. “To put it bluntly, I am back.”"
"1571523565-1482","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAunRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-bernie-sanders-rally-queens_n_5dab70e7e4b08cfcc31c6ac3/RK=2/RS=vkKtGQrNYhvH8Wl4yb.5aj3IxCc-","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","The Sanders campaign estimated that the rally drew nearly 26,000 attendees, which would make it the largest Democratic presidential rally of this cycle.","","10/19/2019 04:56 pm ET","If the estimate is even loosely accurate, it makes Sanders’ rally the largest of any Democratic candidate this election cycle. Sen. Elizabeth Warren of Massachusetts likely came closest with a mid-September rally in Manhattan that Warren’s campaign estimates drew 22,000 people."
"1571523561-1461","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders To Hold Comeback Rally Across From Nation's Largest Public Housing Complex","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAvHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-comeback-rally-queens-queensbridge-houses-2020-democratic-presidential-primary_n_5daa140ae4b0f34e3a75619b/RK=2/RS=dJdX9zzrelNc62NKvjX51sap9xY-","Bernie Sanders To Hold Comeback Rally Across From Nation’s Largest Public Housing Complex","The location, in the shadow of New York’s dirtiest power plant, is a deliberate choice by the senator and his campaign.","","10/18/2019 05:31 pm ET","As of 2014, the power plant was emitting more carbon dioxide than any other facility in the state, making it a longstanding thorn in the side of the city’s robust environmental movement. The confluence of Ravenswood, a second power plant in the adjacent neighborhood of Astoria and the traffic flows coming off of the Queensborough Bridge and nearby highways makes Western Queens, once nicknamed “Asthma Alley,” one of the most polluted areas in New York City."
"1571523555-1442","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Rep. Alexandria Ocasio-Cortez To Endorse Bernie Sanders","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAvnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2faoc-endorses-bernie-sanders-2020-presidential-candidate_n_5da68590e4b062bdcb1a8742/RK=2/RS=o7kHr6WCoQHhm2y1mo.cyR0Q9jY-","Rep. Alexandria Ocasio-Cortez To Endorse Bernie Sanders","The New York congresswoman’s endorsement provides a jolt of energy to a presidential campaign seeking to regain momentum.","","10/15/2019 11:01 pm ET","Omar might also have mentioned that Sanders, who would be the first Jewish president if elected, was one of her first and most ardent defenders when she faced allegations of employing anti-Semitic rhetoric in February."
"1571523548-1429","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","Michael Ceraso, a Democratic campaign consultant who worked on Sanders’ 2016 presidential campaign, expressed doubt that Ocasio-Cortez’s blessing would help him broaden his appeal “in the areas where he has deficits,” such as older voters."
"1571523548-1415","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","“Bernie is the best candidate to fight back against the deep-pocketed corporate interests that weaken our democracy and exploit our economy,” Ramos, who unseated a Queens Democrat aligned with state Republicans in September 2018, said in a statement announcing her endorsement. “In Senator Sanders we have a leader who will protect all members of our society, especially those seeking human rights and better working conditions free from unethical practices.”"
"1571523531-1387","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=2BrwHR2VGB2yhDPDfmhX63PRijo-","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","Despite the aggressive rhetoric from Sanders himself, senior adviser Jeff Weaver said Sanders would ease himself back onto the campaign trail. But by December, he predicted, Sanders health scare will be forgotten."
"1571523544-1400","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Ocasio-Cortez Responds To Conservative Outlet That Tried To Shame Her For $300 Haircut","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-washington-times-haircut_n_5d9f2ff0e4b087efdba97481/RK=2/RS=ELYqJwJO1QnWhgoBBrDDpY0x5GA-","Ocasio-Cortez Responds To Conservative Outlet That Tried To Shame Her For $300 Haircut","The Washington Times was shredded on Twitter for writing about the Democratic lawmaker’s hair and proving it does not know how much women’s haircuts cost.","","10/10/2019 10:36 am ET","On Wednesday, the freshman congresswoman was targeted by conservative news outlet The Washington Times in an article titled “EXCLUSIVE: Self-declared socialist AOC splurges on high-dollar hairdo.” The piece explained that Ocasio-Cortez “spent nearly $300 on her hairdo” at the Last Tangle Salon in Washington, D.C., last month."
"1571523531-1391","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","'I Am back,' Bernie Sanders Tells Supporters At NYC Rally","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAxnRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-welcome-back-queens-heart-attack_n_5dab74e2e4b0422422c5e936/RK=2/RS=2BrwHR2VGB2yhDPDfmhX63PRijo-","‘I Am back,’ Bernie Sanders Tells Supporters At NYC Rally","The event marked Sanders’ formal return to the campaign trail less than three weeks after he suffered a heart attack.","","10/19/2019 04:45 pm ET","“Life happens to us all,” she said."
"1571523561-1469","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders To Hold Comeback Rally Across From Nation's Largest Public Housing Complex","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAvHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-comeback-rally-queens-queensbridge-houses-2020-democratic-presidential-primary_n_5daa140ae4b0f34e3a75619b/RK=2/RS=dJdX9zzrelNc62NKvjX51sap9xY-","Bernie Sanders To Hold Comeback Rally Across From Nation’s Largest Public Housing Complex","The location, in the shadow of New York’s dirtiest power plant, is a deliberate choice by the senator and his campaign.","","10/18/2019 05:31 pm ET","Queens’ bastion of left-wing activism has also punched above its weight outside of the electoral arena. In February, Amazon withdrew its offer to build a second headquarters in Long Island City, amid vocal opposition to the tax subsidies it was due to receive from the city and state to set up shop in the borough. Polls showed that the public favored Amazon’s arrival, but the outspoken skepticism of local elected officials in Northwest Queens, keen to prove their bona fides to restive constituents, contributed to the massive company’s decision to pull out."
"1571523548-1414","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAwHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-adds-new-york-endorsements-before-queens-rally_n_5daa7a9ce4b08cfcc31b95de/RK=2/RS=ltIF3ULAHc40lEL.t9knHJaDPE4-","Bernie Sanders Adds New York Endorsements Ahead Of Comeback Rally In Queens","Eight Empire State lawmakers now back the Vermont senator’s Democratic presidential bid.","","10/19/2019 09:00 am ET","The presidential campaign of Sen. Bernie Sanders (I-Vt.) secured the endorsements of three additional New York lawmakers ahead of his comeback rally in Queens on Saturday: state Sens. Michael Gianaris and Jessica Ramos of Queens, and state Sen. Luis Sepúlveda of the Bronx."
"1571523561-1452","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Bernie Sanders To Hold Comeback Rally Across From Nation's Largest Public Housing Complex","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAvHRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-sanders-comeback-rally-queens-queensbridge-houses-2020-democratic-presidential-primary_n_5daa140ae4b0f34e3a75619b/RK=2/RS=dJdX9zzrelNc62NKvjX51sap9xY-","Bernie Sanders To Hold Comeback Rally Across From Nation’s Largest Public Housing Complex","The location, in the shadow of New York’s dirtiest power plant, is a deliberate choice by the senator and his campaign.","","10/18/2019 05:31 pm ET","The Sanders campaign is obviously hoping for a large crowd on Saturday, when Ocasio-Cortez is slated to join the Vermont senator on stage in Queens, New York, to formally endorse his candidacy. And the campaign is hoping to set the senator apart from some of his opponents ― including other progressives ― by choosing a location and message that reflect his commitment to affordable housing, the Green New Deal and taming corporate power."
"1571523565-1477","https://search.huffpost.com/search;_ylt=Awr9DtBFi6tdvRkAqRNsBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkAzc0MllRNFJvUjRlYlk0WnN5aFZqekEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUyMzUwNQ--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","","","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","https://search.huffpost.com/click/_ylt=Awr9DWe5i6tdHHkAunRsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1571552313/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-bernie-sanders-rally-queens_n_5dab70e7e4b08cfcc31c6ac3/RK=2/RS=vkKtGQrNYhvH8Wl4yb.5aj3IxCc-","Alexandria Ocasio-Cortez Endorses Bernie Sanders At Comeback Rally In Queens","The Sanders campaign estimated that the rally drew nearly 26,000 attendees, which would make it the largest Democratic presidential rally of this cycle.","","10/19/2019 04:56 pm ET","The image of the pair of progressive rock stars with their clasped hands raised triumphantly as they waved to the crowd perfectly encapsulated the message that Sanders hoped to send with his first rally since having a heart attack at the start of the month: that he is not only prepared to serve as president, he is the voice of the rising generation of progressive, multiracial youth."
