web-scraper-order,web-scraper-start-url,title,articles,articles-href,subtitle,author,date,content,load_more_1,load_more_1-href,load_more_2,load_more_2-href,load_more_3,load_more_3-href,load_more_4,load_more_4-href,load_more_5,load_more_5-href,load_more_6,load_more_6-href,load_more_7,load_more_7-href,load_more_8,load_more_8-href,load_more_9,load_more_9-href,load_more_10,load_more_10-href
"1574581531-58372","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Cops Fired For Facebook Post Suggesting Alexandria Ocasio-Cortez Should Be Shot","Cops Fired For Facebook Post Suggesting Alexandria Ocasio-Cortez Should Be Shot","https://search.huffpost.com/click/_ylt=Awr9DswmNNpdj9wAcIlsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610086/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2flouisiana-police-officers-fired-for-facebook-post-suggesting-alexandria-ocasio-cortez-be-shot_n_5d361bcde4b0419fd3315ffe/RK=2/RS=i2Dp9BksOQQ9qMkoub0UbE6sQpU-","The Gretna, Louisiana, police chief said he did not feel the Facebook post represented a legitimate threat.","Amy Russo","07/22/2019 06:53 pm ET","","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CWgkNNpdE1AA53xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=21&pz=10&bct=0&xargs=0","","","","","","","","","","","","","","","",""
"1574581551-58509","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Alexandria Ocasio-Cortez Stumps Mark Zuckerberg On Lying In Political Facebook Ads","Rep. Ocasio-Cortez Stumps Mark Zuckerberg On Lying In Political Facebook Ads","https://search.huffpost.com/click/_ylt=Awr9CWgkNNpdE1AAznxsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610084/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2falexandria-ocasio-cortez-mark-zuckerberg-political-ads_n_5db0afa6e4b0d5b789454272/RK=2/RS=g8ObrEPWYwAq_X3M5m2qrK0lPrs-","The Facebook founder responded “I don’t know” when asked whether his platform would allow a hypothetical ad.","","10/23/2019 05:16 pm ET","“I think lying is bad, and I think that if you were to run an ad that had a lie, that would be bad,” Zuckerberg told Ocasio-Cortez.","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","","","","","","","","","","","","","","","","","",""
"1574581413-57988","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Inside The Secret Border Patrol Facebook Group Where Agents Joke About Migrant Deaths And Post Sexist Memes","Inside The Secret Border Patrol Facebook Group Where Agents Joke About Migrant Deaths And Post...","https://search.huffpost.com/click/_ylt=AwrTLYgtNNpdlAIAIIdsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610093/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2finside-the-secret-border-patrol-facebook-group-where-agents-joke-about-migrant-deaths-and-post-sexist-memes_n_5d1a424ee4b082e5536da6bf/RK=2/RS=WYSw8raSAaRlW.zAIdxwIiQoylo-","The three-year-old group shared derogatory comments about Latina lawmakers who plan to visit a controversial Texas detention facility on Monday, calling them “scum buckets” and “hoes.”","","07/01/2019 01:47 pm ET","ProPublica received images of several recent discussions in the 10-15 Facebook group and was able to link the participants in those online conversations to apparently legitimate Facebook profiles belonging to Border Patrol agents, including a supervisor based in El Paso, Texas, and an agent in Eagle Pass, Texas. ProPublica has so far been unable to reach the group members who made the postings.","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CWgkNNpdE1AA53xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=21&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9DswmNNpdj9wAi4lsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=31&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9ImEoNNpd458Aa8ZsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=41&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CW4qNNpdIWUAgxNsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=51&pz=10&bct=0&xargs=0","","","","","","","","","",""
"1574581359-57452","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","How A Gang Of Angry Teachers Beat Kentucky’s Donald Trump","How A Gang Of Angry Teachers Beat Kentucky’s Donald Trump","https://search.huffpost.com/click/_ylt=Awr9Il8zNNpd2oIAzIdsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610099/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fkentucky-teachers-matt-bevin-andy-beshear_n_5dc361aae4b03ddc02eec69a/RK=2/RS=xhvzN4lQePPL_Yb1K0pvBt42WAE-","Frustrated educators “always believed we could shock the world” by ousting Gov. Matt Bevin. But “it was still kind of shocking when we did it.”","","11/07/2019 10:18 am ET","“Only Bevin lost, but one bad apple did not spoil the bunch,” Scott Jennings, a Louisville-based GOP strategist, wrote on Twitter.","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CWgkNNpdE1AA53xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=21&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9DswmNNpdj9wAi4lsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=31&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9ImEoNNpd458Aa8ZsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=41&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CW4qNNpdIWUAgxNsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=51&pz=10&bct=0&xargs=0","","","Next","https://search.huffpost.com/search;_ylt=AwrTLYgtNNpdlAIAL4dsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=61&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=AwrgBmUvNNpdDmcAPDtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=71&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CKsxNNpdnQYApUtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=81&pz=10&bct=0&xargs=0","",""
"1574581332-57270","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Bipartisan Group Of Lawmakers Blasts Tim Cook For Caving To China","Bipartisan Group Of Lawmakers Blasts Tim Cook For Caving To China","https://search.huffpost.com/click/_ylt=Awr9DuU1NNpdljoAgN9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610101/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fapple-hong-kong-app-letter_n_5daa08d7e4b0422422c48a2d/RK=2/RS=mFiQpuNrdILctaaAvDkoa69TOIY-","Apple is facing blowback for deleting an app used by pro-democracy protesters in Hong Kong.","","10/18/2019 05:05 pm ET","“You have said publicly that you want to work with China’s leaders to effect change rather than sit on the sidelines and yell at them,” they write. “We, too, believe that diplomacy and trade can be democratizing forces. But when a repressive government refuses to evolve or, indeed, when it doubles down, cooperation can become complicity.”","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CWgkNNpdE1AA53xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=21&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9DswmNNpdj9wAi4lsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=31&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9ImEoNNpd458Aa8ZsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=41&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CW4qNNpdIWUAgxNsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=51&pz=10&bct=0&xargs=0","","","Next","https://search.huffpost.com/search;_ylt=AwrTLYgtNNpdlAIAL4dsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=61&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=AwrgBmUvNNpdDmcAPDtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=71&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CKsxNNpdnQYApUtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=81&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9Il8zNNpd2oIA64dsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=91&pz=10&bct=0&xargs=0"
"1574581538-58424","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Bernie Sanders, Alexandria Ocasio-Cortez To Propose Bill To Declare Climate Emergency","Bernie Sanders, Alexandria Ocasio-Cortez To Propose Bill To Declare Climate Emergency","https://search.huffpost.com/click/_ylt=Awr9CWgkNNpdE1AA2HxsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610084/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fbernie-aoc-climate_n_5d23af9ce4b07e698c3f9495/RK=2/RS=_aNH4KzVSFDWtyX1a4UbMwNEXJA-","The resolution, set to be introduced Tuesday, is largely symbolic and isn’t likely to pass.","","07/08/2019 06:45 pm ET","The Guardian first reported the resolution on Monday.","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","","","","","","","","","","","","","","","","","",""
"1574581375-57681","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Over 80 Members Of Congress To Stephen Miller: Resign From White House Now","Over 80 Members Of Congress To Stephen Miller: Resign From White House Now","https://search.huffpost.com/click/_ylt=Awr9CKsxNNpdnQYAjktsBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610097/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fstephen-miller-resign-70-congressmembers-say_n_5dcdffdde4b01f982eff2a24/RK=2/RS=Zekdwi5BSps9eoaqEHP9_IVqRN0-","Leaked emails showed the depths of the senior adviser’s white nationalism, and now pressure is growing for him to resign.","","11/15/2019 05:45 am ET","Rep. John Larson (D-Conn.)","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CWgkNNpdE1AA53xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=21&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9DswmNNpdj9wAi4lsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=31&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9ImEoNNpd458Aa8ZsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=41&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CW4qNNpdIWUAgxNsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=51&pz=10&bct=0&xargs=0","","","Next","https://search.huffpost.com/search;_ylt=AwrTLYgtNNpdlAIAL4dsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=61&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=AwrgBmUvNNpdDmcAPDtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=71&pz=10&bct=0&xargs=0","","","",""
"1574581325-57229","https://search.huffpost.com/search;_ylt=Awr9DtZeqqtdbPIAft5sBmVH;_ylc=X1MDMTE5NzgwMzExNgRfcgMyBGZyA2h1ZmZwb3N0BGdwcmlkA2hBeUlveXZYVG9lR0FCUlBqQUo3NUEEbl9yc2x0AzAEbl9zdWdnAzEwBG9yaWdpbgNzZWFyY2guaHVmZnBvc3QuY29tBHBvcwMwBHBxc3RyAwRwcXN0cmwDMARxc3RybAMyNARxdWVyeQNhbGV4YW5kcmlhJTIwb2Nhc2lvLWNvcnRlegR0X3N0bXADMTU3MTUzMTU1Ng--?p=alexandria+ocasio-cortez&fr2=sb-top&fr=huffpost","Trump’s Public Lands Chief Wrote For A Cult Extremist’s Magazine","Trump’s Public Lands Chief Wrote For A Cult Extremist’s Magazine","https://search.huffpost.com/click/_ylt=Awr9DuU1NNpdljoAhN9sBmVH;_ylu=X3oDMTByNWU4cGh1BGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNzYw--/RV=2/RE=1574610101/RO=10/RU=https%3a%2f%2fwww.huffpost.com%2fentry%2fwilliam-perry-pendley-lyndon-larouche-environment_n_5db34813e4b079eb95a33d3e/RK=2/RS=1p0U2bO75OahO5XvvyOvKPXnJGg-","William Perry Pendley authored anti-environmental screeds for Lyndon LaRouche. Now he controls 10% of the U.S. landmass.","","10/28/2019 05:45 am ET","Nearly three decades after contributing to the LaRouche publication, Pendley and what’s left of LaRouche’s organization continue to pound similar drums.","Next","https://search.huffpost.com/search;_ylt=Awr9IlAiNNpdge8A8DtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&fr=huffpost&fr2=sb-top&b=11&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CWgkNNpdE1AA53xsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=21&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9DswmNNpdj9wAi4lsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=31&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9ImEoNNpd458Aa8ZsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=41&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CW4qNNpdIWUAgxNsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=51&pz=10&bct=0&xargs=0","","","Next","https://search.huffpost.com/search;_ylt=AwrTLYgtNNpdlAIAL4dsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=61&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=AwrgBmUvNNpdDmcAPDtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=71&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9CKsxNNpdnQYApUtsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=81&pz=10&bct=0&xargs=0","Next","https://search.huffpost.com/search;_ylt=Awr9Il8zNNpd2oIA64dsBmVH;_ylu=X3oDMTEza3NiY3RnBGNvbG8DZ3ExBHBvcwMxBHZ0aWQDBHNlYwNwYWdpbmF0aW9u?p=alexandria+ocasio-cortez&pz=10&fr=huffpost&fr2=sb-top&bct=0&b=91&pz=10&bct=0&xargs=0"
