web-scraper-order,web-scraper-start-url,articles,articles-href,title,subtitle,author,date,content
"1571099186-6035","https://www.nytimes.com/search?query=Betsy+Devos","U.S. Orders Duke and U.N.C. to Recast Tone in Mideast StudiesThe Education Department is investigating a Middle East studies program run by Duke and the University of North Carolina, citing, among other issues, how Judaism is discussed.By Erica L. GreenPRINT EDITIONU.S. Demands Colleges Recast Mideast Focus|September 20, 2019, Page A1","https://www.nytimes.com/2019/09/19/us/politics/anti-israel-bias-higher-education.html?searchResultPosition=2","U.S. Orders Duke and U.N.C. to Recast Tone in Mideast Studies","null","","null","But some groups came to the defense of the Middle East studies consortium. Tallie Ben Daniel, the research and education manager at Jewish Voice for Peace, a liberal group that advocates Palestinian rights, said the investigation was the latest attempt by the Trump administration “to enforce a neoconservative agenda onto spaces of academic inquiry and exploration.” She called the consortium’s curriculum “rich and diverse.”"
"1571099114-5588","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos’s Power Over Black CollegesHer comments about H.B.C.U.s were troubling, but it’s her approach to the budget that will determine whether she’s a friend or foe.By Ivory A. Toldson","https://www.nytimes.com/2017/03/02/opinion/betsy-devoss-power-over-black-colleges.html?searchResultPosition=25","Betsy DeVos’s Power Over Black Colleges","null","","March 2, 2017","This arrangement leaves Ms. DeVos with significant power. H.B.C.U. advocates and defenders like me should focus less on dissecting her talking points and misstatements and more on seeking answers to specific questions about her attitudes toward the funding of historically black colleges in the present day."
"1571099133-5664","https://www.nytimes.com/search?query=Betsy+Devos","Whose Side Is Betsy DeVos On?At a time when student loan borrowers are suffering, they may lose federal protections.By The Editorial BoardPRINT EDITIONApril 13, 2017, Page A22","https://www.nytimes.com/2017/04/13/opinion/whose-side-is-betsy-devos-on.html?searchResultPosition=18","Whose Side Is Betsy DeVos On?","null","","April 13, 2017","The department is doing the loan industry’s bidding at a time when student debt has crippled a generation financially and the country’s largest loan servicing company, Navient, is facing several lawsuits accusing it of putting its own interest before that of the borrowers it is supposed to help."
"1571099158-5823","https://www.nytimes.com/search?query=Betsy+Devos","She Left the Education Dept. for Groups It Curbed. Now She’s Back, With Plans.As the architect of higher education policy, Diane Auer Jones is pushing to overhaul accreditation, and, to critics, revive the fortunes of “bottom feeder” for-profit colleges.By Erica L. GreenPRINT EDITIONAn Ally of For-Profit Schools Returns to the Education Dept., With Plans|June 10, 2019, Page A16","https://www.nytimes.com/2019/06/09/us/politics/diane-auer-jones-betsy-devos.html?searchResultPosition=10","She Left the Education Dept. for Groups It Curbed. Now She’s Back, With Plans.","null","","June 9, 2019","The program was intended for students with behavioral and other challenges. That was not her profile, but it was the only program that kept Ms. Jones in high school. Her mother needed help paying the bills, and Ms. Jones was looking for a way to earn money."
"1571099182-5983","https://www.nytimes.com/search?query=Betsy+Devos","Education Department Hits Michigan State With Record Fine Over Nassar ScandalThe Education Department announced a $4.5 million fine for Michigan State University over the Larry Nassar scandal and ordered an overhaul of its handling of sexual assault.By Erica L. GreenPRINT EDITIONRecord Fine for Michigan St. in Nassar Case|September 6, 2019, Page A13","https://www.nytimes.com/2019/09/05/us/politics/michigan-state-larry-nassar.html?searchResultPosition=3","Education Department Hits Michigan State With Record Fine Over Nassar Scandal","null","","null","The fine was part of a settlement with the department, which initiated two investigations into the university’s handling of abuse by Mr. Nassar and the complicity of William Strampel, a former dean of the university’s College of Osteopathic Medicine. Mr. Nassar, a former doctor for the American women’s gymnastics team, was also an associate professor at the school."
"1571099121-5597","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos Needs to Listen to SurvivorsLGBTQ survivors of campus sexual assault often face discrimination. The wrong action by the secretary of education could make the problem worse.By Emily Waters","https://www.nytimes.com/2017/07/14/opinion/betsy-devos-needs-to-listen-to-survivors.html?searchResultPosition=22","Betsy DeVos Needs to Listen to Survivors","null","Emily Waters","July 14, 2017",""
"1571099139-5698","https://www.nytimes.com/search?query=Betsy+Devos","Fashion’s Betsy DeVos ConnectionPamella Roland, the evening-wear line designed by Ms. DeVos’s sister-in-law, tries to keep politics off the runway.By Katherine RosmanPRINT EDITIONFebruary 16, 2017, Page D9","https://www.nytimes.com/2017/02/12/fashion/betsy-devos-pamella-roland-new-york-fashion-week.html?searchResultPosition=16","Fashion’s Betsy DeVos Connection","null","","Feb. 12, 2017","While models were primping and Ms. DeVos was giving interviews, the designer’s husband glad-handed in the front of the house, greeting family friends as they joined fashion buyers and editors in the large space, darkened by the drawn floor-to-ceiling shades."
"1571099104-5537","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos’s Nomination for Education Secretary Clears CommitteeDespite protests from Democrats, Ms. DeVos’s nomination will advance to the Senate floor after two rounds of voting that were split along party lines.By Yamiche AlcindorPRINT EDITIONFebruary 1, 2017","https://www.nytimes.com/2017/01/31/us/politics/betsy-devos-education-secretary-nomination.html?searchResultPosition=28","Betsy DeVos’s Nomination for Education Secretary Clears Committee","null","","Jan. 31, 2017","“She wants to reverse the trend of a national school board and stop telling teachers and school boards how to run their schools,” Mr. Alexander said. “One would think the committee would be delighted with that. I respect my colleagues. I don’t question their motives. I don’t question their votes. But I believe their concerns are misplaced.”"
"1571099182-6012","https://www.nytimes.com/search?query=Betsy+Devos","Education Department Hits Michigan State With Record Fine Over Nassar ScandalThe Education Department announced a $4.5 million fine for Michigan State University over the Larry Nassar scandal and ordered an overhaul of its handling of sexual assault.By Erica L. GreenPRINT EDITIONRecord Fine for Michigan St. in Nassar Case|September 6, 2019, Page A13","https://www.nytimes.com/2019/09/05/us/politics/michigan-state-larry-nassar.html?searchResultPosition=3","Education Department Hits Michigan State With Record Fine Over Nassar Scandal","null","","null","“While this agreement applies directly to only one specific university, we expect that this message should be heard loudly and clearly at all universities so that the tragedy at M.S.U. is not repeated elsewhere,” said Kenneth L. Marcus, assistant secretary for civil rights at the Education Department."
"1571099163-5846","https://www.nytimes.com/search?query=Betsy+Devos","DeVos Repeals Obama-Era Rule Cracking Down on For-Profit CollegesEducation Secretary Betsy DeVos formally repealed an Obama-era regulation that would have forced for-profit colleges to prove their debt-laden graduates could find gainful employment.By Erica L. GreenPRINT EDITIONRules on For-Profit Schools Are Repealed|June 29, 2019, Page A15","https://www.nytimes.com/2019/06/28/us/politics/betsy-devos-for-profit-colleges.html?searchResultPosition=9","DeVos Repeals Obama-Era Rule Cracking Down on For-Profit Colleges","null","","June 28, 2019","For-profit leaders have said that although the Obama rule was never fully enforced, its intent already shut down the worst-performing schools in their sector. Since 2010, when the Obama administration began deliberating the rules, more than 2,000 for-profit and career programs — nearly half — have closed, and the industry’s student population has dropped by more than 1.6 million."
"1571099139-5694","https://www.nytimes.com/search?query=Betsy+Devos","Fashion’s Betsy DeVos ConnectionPamella Roland, the evening-wear line designed by Ms. DeVos’s sister-in-law, tries to keep politics off the runway.By Katherine RosmanPRINT EDITIONFebruary 16, 2017, Page D9","https://www.nytimes.com/2017/02/12/fashion/betsy-devos-pamella-roland-new-york-fashion-week.html?searchResultPosition=16","Fashion’s Betsy DeVos Connection","null","","Feb. 12, 2017","“I questioned my attendance,” Ms. Gerrish said, noting that she was speaking of her personal convictions, not for her employer."
"1571099142-5718","https://www.nytimes.com/search?query=Betsy+Devos","Biggest Offender in Outsize Debt: Graduate SchoolsThe market for master’s degrees behaves in strange and erratic ways, new data reveals.By Kevin CareyPRINT EDITIONGraduate Students Pack on Debt, Earning M.A.s and I.O.U.s|June 4, 2019, Page B4","https://www.nytimes.com/2019/06/03/upshot/student-debt-big-culprit-graduate-school.html?searchResultPosition=15","Biggest Offender in Outsize Debt: Graduate Schools","The market for master’s degrees behaves in strange and erratic ways, new data reveals.","","null","Master’s degrees in fields like computer engineering, education, English, history and math seem to have fewer outlier programs and lower borrowing amounts over all. It’s the less mainstream programs, where vague promises of a lucrative career are easier to make, that seem to encourage irrationally large debt."
"1571099136-5675","https://www.nytimes.com/search?query=Betsy+Devos","The Comforts of the Betsy DeVos WarWhy did the Democrats fight so hard? The rules of normal pre-Trump politics still applied.By Ross DouthatPRINT EDITIONFebruary 8, 2017","https://www.nytimes.com/2017/02/07/opinion/the-comforts-of-the-betsy-devos-war.html?searchResultPosition=17","The Comforts of the Betsy DeVos War","null","","Feb. 7, 2017","DeVos did look unprepared and even foolish at times during her confirmation hearings, and she lacks the usual government experience. But officially the opposition claimed to be all about hardheaded policy empiricism. A limited and heavily regulated charter school program is one thing, the argument went, but DeVos’s zeal for free markets would gut public education and turn kids over to the not-so-tender mercies of unqualified bottom-liners. Just look at what happened in her native Michigan, her critics charged, where the influence of her philanthropic dollars helped flood Detroit’s school system with unsupervised charters run by incompetents and hacks."
"1571099168-5908","https://www.nytimes.com/search?query=Betsy+Devos","Thousands of California Students Lose Financial Aid in Regulatory FightThe students were in the cross-fire of a regulatory fight between teachers unions and the Education Department.By Erica L. GreenPRINT EDITIONRegulatory Fight Shuts Off Aid for California Students in Online Classes|July 27, 2019, Page A10","https://www.nytimes.com/2019/07/26/us/politics/california-financial-aid.html?searchResultPosition=7","Thousands of California Students Lose Financial Aid in Regulatory Fight","null","","July 26, 2019","They won. In April,  a Federal District Court judge in California ordered that the Obama rule go into effect."
"1571099100-5531","https://www.nytimes.com/search?query=Betsy+Devos","Tom Price, a Bigger Problem Than Betsy DeVosThere is a nominee beside Betsy DeVos who deserves more attention than he has received.By David Leonhardt","https://www.nytimes.com/2017/02/07/opinion/tom-price-a-bigger-problem-than-betsy-devos.html?searchResultPosition=29","Tom Price, a Bigger Problem Than Betsy DeVos","null","","Feb. 7, 2017","The issues with Price’s nomination aren’t merely ideological. They’re ethical. And while presidents deserve deference on the ideology of their nominees, they don’t deserve deference on basic ethics."
"1571099188-6047","https://www.nytimes.com/search?query=Betsy+Devos","Making America WorseAs impeachment commands the spotlight, the Trump administration continues to gut the rule book to hurt millions.By The Editorial BoardPRINT EDITIONOctober 13, 2019, Page SR8","https://www.nytimes.com/2019/10/12/opinion/sunday/making-america-worse.html?searchResultPosition=1","Making America Worse","As impeachment commands the spotlight, the Trump administration continues to gut the rule book to hurt millions.","","null","In recent months, the Agriculture Department has decided to reduce inspections at the slaughterhouses that process the nation’s pork; the Environmental Protection Agency has decided to let farmers and factories dump toxic chemicals into thousands of acres of previously protected wetlands; and the Labor Department has ruled that states can perform drug tests on applicants for unemployment benefits, allowing Texas, Mississippi and Wisconsin to begin efforts to curtail aid for people who need help."
"1571099124-5616","https://www.nytimes.com/search?query=Betsy+Devos","Protester Shouts ‘Shame’ at Betsy DeVosMs. DeVos, the new education secretary, was blocked from entering a middle school in Washington on Friday.By REUTERS","https://www.nytimes.com/video/us/100000004924754/protester-shouts-shame-at-betsy-devos.html?searchResultPosition=21","null","null","T Magazine","null",""
"1571099166-5853","https://www.nytimes.com/search?query=Betsy+Devos","Emails Show DeVos Aides Pulled Strings for Failing For-Profit CollegesA House committee has a trove of documents that show top Education Department officials trying to prop up a for-profit chain as it careened toward collapse.By Erica L. Green and Stacy CowleyPRINT EDITIONFor-Profit Failure Clouds Education Dept.|July 24, 2019, Page B1","https://www.nytimes.com/2019/07/23/us/politics/dream-center.html?searchResultPosition=8","Emails Show DeVos Aides Pulled Strings for Failing For-Profit Colleges","null","","July 23, 2019","Making matters worse, the college is accused of enrolling new students and taking their taxpayer-supported financial aid dollars even after some of its campuses had lost their accreditation, which rendered their credits worthless."
"1571099188-6043","https://www.nytimes.com/search?query=Betsy+Devos","Making America WorseAs impeachment commands the spotlight, the Trump administration continues to gut the rule book to hurt millions.By The Editorial BoardPRINT EDITIONOctober 13, 2019, Page SR8","https://www.nytimes.com/2019/10/12/opinion/sunday/making-america-worse.html?searchResultPosition=1","Making America Worse","As impeachment commands the spotlight, the Trump administration continues to gut the rule book to hurt millions.","The Editorial Board","null",""
"1571099166-5885","https://www.nytimes.com/search?query=Betsy+Devos","Emails Show DeVos Aides Pulled Strings for Failing For-Profit CollegesA House committee has a trove of documents that show top Education Department officials trying to prop up a for-profit chain as it careened toward collapse.By Erica L. Green and Stacy CowleyPRINT EDITIONFor-Profit Failure Clouds Education Dept.|July 24, 2019, Page B1","https://www.nytimes.com/2019/07/23/us/politics/dream-center.html?searchResultPosition=8","Emails Show DeVos Aides Pulled Strings for Failing For-Profit Colleges","null","","July 23, 2019","Ms. Jones did not directly address the July 3 and July 11 communication from Dream Center officials, but acknowledged that she had worked with accreditors. She called the Dream Center accreditation issue a “messy and complex situation” and said the accreditor had sent mixed messages about the status of Dream Center’s schools."
"1571099152-5767","https://www.nytimes.com/search?query=Betsy+Devos","Will Betsy DeVos Expand the School-to-Prison Pipeline?She keeps finding new ways to fail our kids.By Michelle GoldbergPRINT EDITIONThe Betsy DeVos Disaster|March 13, 2018, Page A25","https://www.nytimes.com/2018/03/12/opinion/devos-school-prison-pipeline.html?searchResultPosition=12","Will Betsy DeVos Expand the School-to-Prison Pipeline?","null","","March 12, 2018","The comparison Stahl offered was a hypothetical, but it captured the heart of the issue. Black public school students are suspended at 3.8 times the rate of white students. That discrepancy alone doesn’t necessarily demonstrate discrimination, but there’s evidence that students of color are punished differently from white students for the same infractions. Lhamon told me about one elementary school where a black girl was suspended for poking a student with a pencil. When a white girl in the same grade threw a rock that hit another child in the head and broke the teacher’s sunglasses, she was made to help the teacher clean the classroom during lunch."
"1571099107-5556","https://www.nytimes.com/search?query=Betsy+Devos","Why I Won’t Vote for Betsy DeVosTrump’s pick to run the Education Department would trash the public school system in which my son flourished.By Maggie HassanPRINT EDITIONFebruary 4, 2017, Page A21","https://www.nytimes.com/2017/02/03/opinion/why-i-wont-vote-for-betsy-devos.html?searchResultPosition=27","Why I Won’t Vote for Betsy DeVos","null","","Feb. 3, 2017","I will always fight to improve our public education system and ensure that all students have the opportunity to reach their full potential. This week, I voted against moving forward with Ms. DeVos’s nomination in committee, and I will vote against her nomination again on the Senate floor."
"1571099100-5523","https://www.nytimes.com/search?query=Betsy+Devos","Tom Price, a Bigger Problem Than Betsy DeVosThere is a nominee beside Betsy DeVos who deserves more attention than he has received.By David Leonhardt","https://www.nytimes.com/2017/02/07/opinion/tom-price-a-bigger-problem-than-betsy-devos.html?searchResultPosition=29","Tom Price, a Bigger Problem Than Betsy DeVos","null","David Leonhardt","Feb. 7, 2017",""
"1571099148-5737","https://www.nytimes.com/search?query=Betsy+Devos","No Profit in Betsy DeVosWhat Donald Trump teaches us about higher education.By Gail CollinsPRINT EDITIONOctober 28, 2017, Page A19","https://www.nytimes.com/2017/10/27/opinion/betsy-devos-for-profit-colleges.html?searchResultPosition=13","No Profit in Betsy DeVos","null","","Oct. 27, 2017","Or maybe not, unless you’re planning to go to a Halloween party dressed as the secretary of education."
"1571099104-5539","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos’s Nomination for Education Secretary Clears CommitteeDespite protests from Democrats, Ms. DeVos’s nomination will advance to the Senate floor after two rounds of voting that were split along party lines.By Yamiche AlcindorPRINT EDITIONFebruary 1, 2017","https://www.nytimes.com/2017/01/31/us/politics/betsy-devos-education-secretary-nomination.html?searchResultPosition=28","Betsy DeVos’s Nomination for Education Secretary Clears Committee","null","","Jan. 31, 2017","“She has not yet earned my full support,” said Ms. Murkowski, who referred to conversations with Alaska teachers. “Betsy DeVos must show all of us that she truly understands children of all America, of rural, of urban, who are not able to access an alternative choice in education.”"
"1571099182-6004","https://www.nytimes.com/search?query=Betsy+Devos","Education Department Hits Michigan State With Record Fine Over Nassar ScandalThe Education Department announced a $4.5 million fine for Michigan State University over the Larry Nassar scandal and ordered an overhaul of its handling of sexual assault.By Erica L. GreenPRINT EDITIONRecord Fine for Michigan St. in Nassar Case|September 6, 2019, Page A13","https://www.nytimes.com/2019/09/05/us/politics/michigan-state-larry-nassar.html?searchResultPosition=3","Education Department Hits Michigan State With Record Fine Over Nassar Scandal","null","","null","That investigation found that university officials did not adequately respond to complaints against Mr. Nassar and Mr. Strampel, had subjected students to a sexually hostile environment, and had repeatedly failed to take appropriate and prompt action when notified of complaints."
"1571099168-5916","https://www.nytimes.com/search?query=Betsy+Devos","Thousands of California Students Lose Financial Aid in Regulatory FightThe students were in the cross-fire of a regulatory fight between teachers unions and the Education Department.By Erica L. GreenPRINT EDITIONRegulatory Fight Shuts Off Aid for California Students in Online Classes|July 27, 2019, Page A10","https://www.nytimes.com/2019/07/26/us/politics/california-financial-aid.html?searchResultPosition=7","Thousands of California Students Lose Financial Aid in Regulatory Fight","null","","July 26, 2019","In anticipation of the rule’s 2018 start date, every other state moved to create a complaint process or enter into multistate reciprocity agreements that would bring them into compliance with the rule. California did not."
"1571099127-5642","https://www.nytimes.com/search?query=Betsy+Devos","Big Worries About Betsy DeVosAs the Senate races to confirm Mr. Trump’s nominees, wealthy nominees with potential business conflicts have not made adequate financial disclosures.By The Editorial BoardPRINT EDITIONJanuary 10, 2017, Page A20","https://www.nytimes.com/2017/01/10/opinion/big-worries-about-betsy-devos.html?searchResultPosition=20","Big Worries About Betsy DeVos","null","","Jan. 10, 2017","The director of the Office of Government Ethics, the nonpartisan agency charged with vetting the financial disclosures of cabinet nominees for potential conflicts of interest, sent an extraordinary letter to Senate Democratic leaders late last week. Never in the four-decade history of the agency, he wrote, have ethics officials felt such “undue pressure ... to rush through these important reviews,” leaving “some of the nominees with potentially unknown or unresolved ethics issues shortly before their scheduled hearings.”"
"1571099110-5575","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos Loves Charter Schools. That’s Bad for Charter Schools.How are teachers devoted to combating racism supposed to deal with being embraced by the Trump administration?By Conor P. WilliamsPRINT EDITIONCharter Schools Have a Betsy DeVos Problem|June 3, 2018, Page SR10","https://www.nytimes.com/2018/06/02/opinion/sunday/betsy-devos-charter-schools-trump.html?searchResultPosition=26","Betsy DeVos Loves Charter Schools. That’s Bad for Charter Schools.","null","","June 2, 2018","During the Obama administration, tensions over charter schools among progressives were manageable. National charter school enrollment grew with support from President Barack Obama and his secretaries of education, Arne Duncan and John King. But the administration also provided more resources and flexibility for the education system as a whole."
"1571099188-6044","https://www.nytimes.com/search?query=Betsy+Devos","Making America WorseAs impeachment commands the spotlight, the Trump administration continues to gut the rule book to hurt millions.By The Editorial BoardPRINT EDITIONOctober 13, 2019, Page SR8","https://www.nytimes.com/2019/10/12/opinion/sunday/making-america-worse.html?searchResultPosition=1","Making America Worse","As impeachment commands the spotlight, the Trump administration continues to gut the rule book to hurt millions.","","null","On the campaign trail in 2015, Donald Trump said it was “disgusting” that a big corporation could escape taxation by using bookkeeping tricks to shift profits out of the United States."
"1571099097-5499","https://www.nytimes.com/search?query=Betsy+Devos","Democrats Criticize Betsy DeVos, Trump’s Choice for EducationPresident-elect Donald J. Trump’s cabinet picks for the departments of Health and Human Services, Education and the Interior highlight a week of confirmation hearings.By Emmarie Huetteman and Kate ZernikePRINT EDITIONJanuary 18, 2017","https://www.nytimes.com/2017/01/17/us/politics/what-to-watch-a-crush-of-hearings-and-a-transfer-of-power.html?searchResultPosition=30","Democrats Criticize Betsy DeVos, Trump’s Choice for Education","null","Kate Zernike","Jan. 17, 2017",""
"1571099110-5579","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos Loves Charter Schools. That’s Bad for Charter Schools.How are teachers devoted to combating racism supposed to deal with being embraced by the Trump administration?By Conor P. WilliamsPRINT EDITIONCharter Schools Have a Betsy DeVos Problem|June 3, 2018, Page SR10","https://www.nytimes.com/2018/06/02/opinion/sunday/betsy-devos-charter-schools-trump.html?searchResultPosition=26","Betsy DeVos Loves Charter Schools. That’s Bad for Charter Schools.","null","","June 2, 2018","This puts the country’s many thousands of charter-school teachers in an odd place. Most come to this work to provide underserved children with a better shot at educational success, but now they’re increasingly branded as corporate stooges selling out public education by critics who challenge charter schools’ right to exist. These teachers shouldn’t have to answer for Ms. DeVos’s incompetence or wonder if there’s room for them in the future of progressive education politics."
"1571099168-5911","https://www.nytimes.com/search?query=Betsy+Devos","Thousands of California Students Lose Financial Aid in Regulatory FightThe students were in the cross-fire of a regulatory fight between teachers unions and the Education Department.By Erica L. GreenPRINT EDITIONRegulatory Fight Shuts Off Aid for California Students in Online Classes|July 27, 2019, Page A10","https://www.nytimes.com/2019/07/26/us/politics/california-financial-aid.html?searchResultPosition=7","Thousands of California Students Lose Financial Aid in Regulatory Fight","null","","July 26, 2019","California officials indicated that the financial aid suspension could be short-lived. Russ Heimerich, a spokesman for the California Business, Consumer Services and Housing Agency, said that the agency had set up a complaint system that would meet the department’s requirements. It will go live on Monday."
"1571099168-5905","https://www.nytimes.com/search?query=Betsy+Devos","Thousands of California Students Lose Financial Aid in Regulatory FightThe students were in the cross-fire of a regulatory fight between teachers unions and the Education Department.By Erica L. GreenPRINT EDITIONRegulatory Fight Shuts Off Aid for California Students in Online Classes|July 27, 2019, Page A10","https://www.nytimes.com/2019/07/26/us/politics/california-financial-aid.html?searchResultPosition=7","Thousands of California Students Lose Financial Aid in Regulatory Fight","null","","July 26, 2019","The 2016 regulations, issued in the waning days of the Obama administration, sought to ensure that students taking such courses would not be left saddled with debt but gave no assurance that the courses would provide employment in the states in which they reside. The rules, part of a series of measures to challenge predatory for-profit colleges, also required schools to disclose whether their online programs were under investigation by the state attorney general or a college accreditor, and to set up a complaint system for students enrolled in out-of-state institutions."
"1571099166-5867","https://www.nytimes.com/search?query=Betsy+Devos","Emails Show DeVos Aides Pulled Strings for Failing For-Profit CollegesA House committee has a trove of documents that show top Education Department officials trying to prop up a for-profit chain as it careened toward collapse.By Erica L. Green and Stacy CowleyPRINT EDITIONFor-Profit Failure Clouds Education Dept.|July 24, 2019, Page B1","https://www.nytimes.com/2019/07/23/us/politics/dream-center.html?searchResultPosition=8","Emails Show DeVos Aides Pulled Strings for Failing For-Profit Colleges","null","","July 23, 2019","“The documents further suggest that department officials were not forthcoming to Congress and the public about the information they had about Dream Center’s status and practices,” Mr. Scott wrote. He is requesting emails, text messages and interviews with several department officials, including Ms. Jones."
"1571099178-5976","https://www.nytimes.com/search?query=Betsy+Devos","DeVos Toughens Rules for Student Borrowers Bilked by CollegesEducation Secretary Betsy DeVos imposed a deadline on claims and eliminated an automatic reprieve for some debt. The changes will take effect with loans made next July.By Stacy CowleyPRINT EDITIONStudents Duped by Colleges Lose Automatic Loan Reprieve|August 31, 2019, Page B6","https://www.nytimes.com/2019/08/30/business/betsy-devos-student-loan-forgiveness.html?searchResultPosition=4","DeVos Toughens Rules for Student Borrowers Bilked by Colleges","null","","Aug. 30, 2019","Some people, like Jessica Jacobson, have been waiting for more than four years for a decision on their claim. In June, she and six others asked the federal court in the Northern District of California to compel the Education Department to make decisions on their cases."
"1571099166-5863","https://www.nytimes.com/search?query=Betsy+Devos","Emails Show DeVos Aides Pulled Strings for Failing For-Profit CollegesA House committee has a trove of documents that show top Education Department officials trying to prop up a for-profit chain as it careened toward collapse.By Erica L. Green and Stacy CowleyPRINT EDITIONFor-Profit Failure Clouds Education Dept.|July 24, 2019, Page B1","https://www.nytimes.com/2019/07/23/us/politics/dream-center.html?searchResultPosition=8","Emails Show DeVos Aides Pulled Strings for Failing For-Profit Colleges","null","","July 23, 2019","“Dream Center’s management received no special treatment,” he said."
"1571099175-5955","https://www.nytimes.com/search?query=Betsy+Devos","Trump Orders Student Loan Forgiveness for Disabled VeteransThe directive came after 53 attorneys general criticized the federal Education Department for cumbersome eligibility rules for disabled veterans to eliminate their college loan debt.By Neil VigdorPRINT EDITIONTrump Relieves Student Debt For Veterans|August 22, 2019, Page A18","https://www.nytimes.com/2019/08/21/us/trump-veterans-student-loans.html?searchResultPosition=5","Trump Orders Student Loan Forgiveness for Disabled Veterans","The directive came after 53 attorneys general criticized the federal Education Department for cumbersome eligibility rules for disabled veterans to eliminate their college loan debt.","","null",""
"1571099186-6032","https://www.nytimes.com/search?query=Betsy+Devos","U.S. Orders Duke and U.N.C. to Recast Tone in Mideast StudiesThe Education Department is investigating a Middle East studies program run by Duke and the University of North Carolina, citing, among other issues, how Judaism is discussed.By Erica L. GreenPRINT EDITIONU.S. Demands Colleges Recast Mideast Focus|September 20, 2019, Page A1","https://www.nytimes.com/2019/09/19/us/politics/anti-israel-bias-higher-education.html?searchResultPosition=2","U.S. Orders Duke and U.N.C. to Recast Tone in Mideast Studies","null","","null","Last year, the department reopened a case into anti-Jewish bias at Rutgers University that the Obama administration had closed with no finding of wrongdoing. In reconsidering the case, Mr. Marcus said the Education Department would be using a State Department definition of anti-Semitism that, among other things, labels “denying the Jewish people their right to self-determination” anti-Jewish bigotry, suggesting that it had been adopted by his office. The Education Department has not adopted that definition."
"1571099097-5517","https://www.nytimes.com/search?query=Betsy+Devos","Democrats Criticize Betsy DeVos, Trump’s Choice for EducationPresident-elect Donald J. Trump’s cabinet picks for the departments of Health and Human Services, Education and the Interior highlight a week of confirmation hearings.By Emmarie Huetteman and Kate ZernikePRINT EDITIONJanuary 18, 2017","https://www.nytimes.com/2017/01/17/us/politics/what-to-watch-a-crush-of-hearings-and-a-transfer-of-power.html?searchResultPosition=30","Democrats Criticize Betsy DeVos, Trump’s Choice for Education","null","","Jan. 17, 2017","“I think the debate is what that influence is, what we can do about it,” Mr. Zinke said. “I don’t believe it’s a hoax,” he added."
"1571099110-5573","https://www.nytimes.com/search?query=Betsy+Devos","Betsy DeVos Loves Charter Schools. That’s Bad for Charter Schools.How are teachers devoted to combating racism supposed to deal with being embraced by the Trump administration?By Conor P. WilliamsPRINT EDITIONCharter Schools Have a Betsy DeVos Problem|June 3, 2018, Page SR10","https://www.nytimes.com/2018/06/02/opinion/sunday/betsy-devos-charter-schools-trump.html?searchResultPosition=26","Betsy DeVos Loves Charter Schools. That’s Bad for Charter Schools.","null","","June 2, 2018","And now the teachers are being forced to respond to criticism from people who by most measures should be their allies. Robert Panning-Miller, the former president of the Minneapolis Federation of Teachers, has called Hiawatha schools emblematic of a “corporate reform movement” that values “compliance and test scores over critical thinking” and criticized them as being part of an “apartheid education” movement, because their students are almost exclusively children of color."
"1571099097-5522","https://www.nytimes.com/search?query=Betsy+Devos","Democrats Criticize Betsy DeVos, Trump’s Choice for EducationPresident-elect Donald J. Trump’s cabinet picks for the departments of Health and Human Services, Education and the Interior highlight a week of confirmation hearings.By Emmarie Huetteman and Kate ZernikePRINT EDITIONJanuary 18, 2017","https://www.nytimes.com/2017/01/17/us/politics/what-to-watch-a-crush-of-hearings-and-a-transfer-of-power.html?searchResultPosition=30","Democrats Criticize Betsy DeVos, Trump’s Choice for Education","null","","Jan. 17, 2017","Watch for Democrats to attack Mr. Price’s support for overhauling the Medicare system, an idea that would move away from its open-ended commitment to pay medical costs toward a plan where beneficiaries receive a fixed amount."
"1571099107-5555","https://www.nytimes.com/search?query=Betsy+Devos","Why I Won’t Vote for Betsy DeVosTrump’s pick to run the Education Department would trash the public school system in which my son flourished.By Maggie HassanPRINT EDITIONFebruary 4, 2017, Page A21","https://www.nytimes.com/2017/02/03/opinion/why-i-wont-vote-for-betsy-devos.html?searchResultPosition=27","Why I Won’t Vote for Betsy DeVos","null","","Feb. 3, 2017","I am also concerned about the number of unresolved conflicts of interest regarding Ms. DeVos’s finances, which call into question whether she will put America’s students before her own financial interests. Ms. DeVos has invested in numerous companies in the education sphere, and she has failed to answer basic questions about her finances, including which companies she would stay invested in if she is confirmed."
